"","OTU","p_time","p_group","p_group_time","p_time","p_group","p_group_time"
"151","OTU_2940",0.735508403480026,0.99999755932814,0.999999987913467,"ns","ns","ns"
"152","OTU_2961",0.762150514077231,0.999997552874151,0.999999987389334,"ns","ns","ns"
"153","OTU_2962",0.551541839310333,5.0108906458056e-09,3.72304549081077e-12,"ns","s","s"
"154","OTU_2972",0.00195829224068303,4.12441047492147e-06,8.63169751019012e-09,"s","s","s"
"155","OTU_2982",0.00315644210351607,0.000587181321220368,0.752145395390071,"s","s","ns"
"156","OTU_2994",NA,NA,NA,NA,NA,NA
"157","OTU_3007",0.00896126262588748,0.999997693873396,0.999999993798126,"s","ns","ns"
"158","OTU_3009",0.71920624664035,0.999997451876411,0.999999980768816,"ns","ns","ns"
"159","OTU_3010",5.52507692560342e-06,0.580449768752319,0.575052151615171,"s","ns","ns"
"160","OTU_3015",1.61231425446203e-07,5.93383158768551e-06,1.16651119942225e-11,"s","s","s"
"161","OTU_3045",2.11863152744847e-05,0.999997437349764,0.999999981976537,"s","ns","ns"
"162","OTU_3076",NA,NA,NA,NA,NA,NA
"163","OTU_3123",0.0191319742714721,0.999997998421837,0.999999989321958,"s","ns","ns"
"164","OTU_3124",0.231673002378057,3.20983279522577e-07,7.80389005721379e-07,"ns","s","s"
"165","OTU_3128",4.42416874803378e-08,0.999997737323657,0.999999934007985,"s","ns","ns"
"166","OTU_3131",3.43595356732014e-09,0.999997028846386,0.99999994979269,"s","ns","ns"
"167","OTU_3132",0.0626778864696185,0.999997816549823,0.999999997768967,"ns","ns","ns"
"168","OTU_3140",0.0031670748017442,0.999997690516547,0.999999982154416,"s","ns","ns"
"169","OTU_3148",0.0278938036416336,0.999997991418009,0.999999998833236,"s","ns","ns"
"170","OTU_3155",3.99930669930187e-11,0.999998021648114,0.999999933654004,"s","ns","ns"
"171","OTU_3158",0.0443374005322256,0.99999731764535,0.999999998760289,"s","ns","ns"
"172","OTU_3161",0.892572219334672,5.98033704706658e-06,6.88412231822585e-06,"ns","s","s"
"173","OTU_3168",1.67463786302645e-13,0.999997855430151,0.999999946233408,"s","ns","ns"
"174","OTU_3193",0.329743326473937,7.22309863385774e-10,5.38270791685703e-08,"ns","s","s"
"175","OTU_3208",1.22233121864267e-14,0.68667130291709,0.66319815521968,"s","ns","ns"
"176","OTU_3244",0.00198921790252005,0.00532463116733128,0.000328577712600221,"s","s","s"
"177","OTU_3247",0.00170768632587819,0.738842213179949,0.735795934425891,"s","ns","ns"
"178","OTU_3275",7.16093411275351e-05,0.912056005031469,0.840969979134444,"s","ns","ns"
"179","OTU_3276",0.00834488485656517,0.12253182947786,0.109049961994888,"s","ns","ns"
"180","OTU_3281",0.161075509736521,0.999997793514788,0.999999999449273,"ns","ns","ns"
"181","OTU_3283",0.08566505144236,0.999997453606765,0.999999972259273,"ns","ns","ns"
"182","OTU_3300",0.744941766033376,0.000138803125880177,0.000640436461146203,"ns","s","s"
"183","OTU_3388",0.0453103644330098,0.999997711334425,0.999999988318311,"s","ns","ns"
"184","OTU_3393",0.521511566801457,0.732349159293652,0.729217617200545,"ns","ns","ns"
"185","OTU_3409",1.15902410421108e-12,0.999997407452928,0.999999868773978,"s","ns","ns"
"186","OTU_3417",2.49708202650897e-05,4.86676670808567e-05,6.19465220856706e-08,"s","s","s"
"187","OTU_3418",0.0811692887123652,0.999997082212139,0.999999999546859,"ns","ns","ns"
"188","OTU_3425",0.00846298723443034,2.22120057015561e-05,4.8351200460003e-06,"s","s","s"
"189","OTU_3427",0.257558204833682,0.999996041130109,0.999999969522101,"ns","ns","ns"
"190","OTU_3443",3.7052917450317e-06,0.999997694934658,0.999999951750486,"s","ns","ns"
"191","OTU_3449",0.000178778141134301,0.999997705471662,0.999999982910248,"s","ns","ns"
"192","OTU_3459",NA,NA,NA,NA,NA,NA
"193","OTU_3470",0.0012187093655543,0.999998034093667,0.999999984716812,"s","ns","ns"
